# eastings, northings, cpd, cpd_error, temp_error
6.321236393672609702e+05 8.984986199426595122e+05 2.207753900000000067e+04 8.831015600000000632e+03 1.232580064124599772e+02
6.428313792960725259e+05 8.985877418407229707e+05 2.183257099999999991e+04 8.733028400000001056e+03 1.222039220258251078e+02
6.535389910705769435e+05 8.987023283550167689e+05 2.151923400000000038e+04 8.607693600000000515e+03 1.204405634537665435e+02
6.642464570901199477e+05 8.988423805895645637e+05 2.111493499999999767e+04 8.445974000000000160e+03 1.193755132910314813e+02
6.749537404687105445e+05 8.990078996644592844e+05 2.064423400000000038e+04 8.257693600000000515e+03 1.168817509695624040e+02
6.856608043069076957e+05 8.991988868533011992e+05 2.004324899999999980e+04 8.017299599999999373e+03 1.147231363361968022e+02
6.963676309617348015e+05 8.994153439956654329e+05 1.927690700000000288e+04 7.710762800000001334e+03 1.120012567434424113e+02
7.070741834988909541e+05 8.996572728094707709e+05 1.873088100000000122e+04 7.492352400000000671e+03 1.091506725981157473e+02
7.177804249638976762e+05 8.999246751658930443e+05 1.828102300000000105e+04 7.312409200000000965e+03 1.071295505174898040e+02
7.284863376502851024e+05 9.002175536393622169e+05 1.790594499999999971e+04 7.162378000000000611e+03 1.059632694741321899e+02
7.391918845547623932e+05 9.005359105448049959e+05 1.770525400000000081e+04 7.082101600000000872e+03 1.050222613762678776e+02
7.498970286471305881e+05 9.008797483500544913e+05 1.799510199999999895e+04 7.198040800000000672e+03 1.063639409336573323e+02
7.606017521362442058e+05 9.012490703634191304e+05 1.841769399999999951e+04 7.367077600000000530e+03 1.085157383927079309e+02
7.713060179291309323e+05 9.016438794957238715e+05 1.868531999999999971e+04 7.474128000000000611e+03 1.091760814847027632e+02
7.820097888991755899e+05 9.020641788102504797e+05 1.868492099999999846e+04 7.473968400000000656e+03 1.095975228636359020e+02
3.527653021712324698e+05 8.865856214274906088e+05 2.825575299999999697e+04 1.130230119999999988e+04 1.477164513109244695e+02
3.635096168629029416e+05 8.860111160593935056e+05 2.799344399999999951e+04 1.119737760000000162e+04 1.465476867276109942e+02
3.742546612942445208e+05 8.854621753666810691e+05 2.783592199999999866e+04 1.113436880000000019e+04 1.460240719702620140e+02
3.850003404099217732e+05 8.849387981855687685e+05 2.766756399999999849e+04 1.106702560000000085e+04 1.460359830833282899e+02
3.957465591884242604e+05 8.844409829552574083e+05 2.729039800000000105e+04 1.091615920000000006e+04 1.440804898138354986e+02
4.064934160895727109e+05 8.839687194476552540e+05 2.646726399999999921e+04 1.058690560000000187e+04 1.401248384967562970e+02
4.172408161864789436e+05 8.835220066889656009e+05 2.542487500000000000e+04 1.016995000000000073e+04 1.368522345747614111e+02
4.279886645812510978e+05 8.831008433093031636e+05 2.437148500000000058e+04 9.748594000000000960e+03 1.327423109460132764e+02
4.387370598793652607e+05 8.827052206517772283e+05 2.348796299999999974e+04 9.395185199999999895e+03 1.283016315918802661e+02
4.494859072629627190e+05 8.823351379345760215e+05 2.288242100000000210e+04 9.152968400000001566e+03 1.262567687068272164e+02
4.602351119383506011e+05 8.819905939805811504e+05 2.260730199999999968e+04 9.042920800000001691e+03 1.254396177800014129e+02
4.709847726323289098e+05 8.816715817052819766e+05 2.263211300000000119e+04 9.052845199999999750e+03 1.257173927273379945e+02
4.817347752663568244e+05 8.813781010258127935e+05 2.277528999999999724e+04 9.110115999999999985e+03 1.264727256239694100e+02
4.924851025333359721e+05 8.811101489841453731e+05 2.296841600000000108e+04 9.187366400000000795e+03 1.267635774973059597e+02
5.032357371535357088e+05 8.808677229629964568e+05 2.306739200000000346e+04 9.226956800000001749e+03 1.269266875508367605e+02
5.139866425200437661e+05 8.806508210533633828e+05 2.316961100000000079e+04 9.267844399999999951e+03 1.279221478104378207e+02
5.247377820462973323e+05 8.804594415033943951e+05 2.325149000000000160e+04 9.300596000000001368e+03 1.282652241611182262e+02
5.354891385165394749e+05 8.802935824429104105e+05 2.334532700000000114e+04 9.338130800000000818e+03 1.282001425214738504e+02
5.462406753793391399e+05 8.801532425724485656e+05 2.328056099999999788e+04 9.312224399999999150e+03 1.276888635031343142e+02
5.569923560968301026e+05 8.800384207499454496e+05 2.290300900000000183e+04 9.161203600000000733e+03 1.264694646379473539e+02
5.677441634958974319e+05 8.799491158530174289e+05 2.267775899999999820e+04 9.071103599999998551e+03 1.256319245805160421e+02
5.784960610597515479e+05 8.798853271923651919e+05 2.256133099999999831e+04 9.024532400000000052e+03 1.251311634255423826e+02
5.892480122783842962e+05 8.798470542362380074e+05 2.248783299999999872e+04 8.995133200000000215e+03 1.250985293753668941e+02
6.000000000000000000e+05 8.798342966104618972e+05 2.246079100000000108e+04 8.984316400000001522e+03 1.244894261796835053e+02
6.107519877216157038e+05 8.798470542362380074e+05 2.256625400000000081e+04 9.026501600000001417e+03 1.255216799886650989e+02
6.215039389402484521e+05 8.798853271923651919e+05 2.275209000000000015e+04 9.100835999999999331e+03 1.260705034081600786e+02
6.322558365041025681e+05 8.799491158530174289e+05 2.289639099999999962e+04 9.158556399999999485e+03 1.262315972003424775e+02
6.430076439031698974e+05 8.800384207499454496e+05 2.289241799999999785e+04 9.156967200000000958e+03 1.261997019399334476e+02
6.537593246206608601e+05 8.801532425724485656e+05 2.242641300000000047e+04 8.970565200000000914e+03 1.242686775496942602e+02
6.645108614834605251e+05 8.802935824429104105e+05 2.187515300000000207e+04 8.750061200000001918e+03 1.226983104910041078e+02
6.752622179537026677e+05 8.804594415033943951e+05 2.137045300000000134e+04 8.548181200000000899e+03 1.205173235988172564e+02
6.860133574799562339e+05 8.806508210533633828e+05 2.085339900000000125e+04 8.341359599999999773e+03 1.180459315667718698e+02
6.967642628464642912e+05 8.808677229629964568e+05 2.011373899999999776e+04 8.045495600000000195e+03 1.153120798058082244e+02
7.075148974666639697e+05 8.811101489841453731e+05 1.950737800000000061e+04 7.802951199999999517e+03 1.131292140469408452e+02
7.182652247336432338e+05 8.813781010258127935e+05 1.909643399999999747e+04 7.638573599999999715e+03 1.107817906677309736e+02
7.290152273676710902e+05 8.816715817052819766e+05 1.890099899999999980e+04 7.560399600000000646e+03 1.103105320881980305e+02
7.397648687126421137e+05 8.819905933833806776e+05 1.889156200000000172e+04 7.556624800000000505e+03 1.099072045983036361e+02
7.505141120853124885e+05 8.823351385777397081e+05 1.898677599999999802e+04 7.594710399999999936e+03 1.103338909703374782e+02
7.612629401206347393e+05 8.827052206517772283e+05 1.928553600000000006e+04 7.714214400000000751e+03 1.118348452763007828e+02
7.720113160721010063e+05 8.831008425741959363e+05 1.955602999999999884e+04 7.822412000000000262e+03 1.129946183767399788e+02
7.827592031592731364e+05 8.835220074700536206e+05 1.964663899999999921e+04 7.858655600000000959e+03 1.127746847757271809e+02
3.517531434884434566e+05 8.680499299139382783e+05 2.691776499999999942e+04 1.076710599999999977e+04 1.425992058558058488e+02
3.625415274944847333e+05 8.674742601124052890e+05 2.673559000000000015e+04 1.069423600000000079e+04 1.419450159774173983e+02
3.733306331715706037e+05 8.669242073684061179e+05 2.666963200000000143e+04 1.066785280000000057e+04 1.418320652735371254e+02
3.841203655759734102e+05 8.663997704384842655e+05 2.656784999999999854e+04 1.062714000000000124e+04 1.411684053252798492e+02
3.949106297983637196e+05 8.659009476849631174e+05 2.633051100000000224e+04 1.053220440000000053e+04 1.402652935905376239e+02
4.057015252039036131e+05 8.654277287889424479e+05 2.576818099999999686e+04 1.030727239999999983e+04 1.377046161170185314e+02
4.164929569785495987e+05 8.649801127081552986e+05 2.510356300000000192e+04 1.004142520000000150e+04 1.355621598463780799e+02
4.272848303377445554e+05 8.645580980070410296e+05 2.445801499999999942e+04 9.783206000000000131e+03 1.332346869672552430e+02
4.380772447930396884e+05 8.641616759519097395e+05 2.398719800000000032e+04 9.594879199999999400e+03 1.306274696753874593e+02
4.488701056404712144e+05 8.637908457036716864e+05 2.376442099999999846e+04 9.505768399999999019e+03 1.303951153782469135e+02
4.596633182006491115e+05 8.634456060307263397e+05 2.350753200000000288e+04 9.403012800000000425e+03 1.289495913433442524e+02
4.704569821070575854e+05 8.631259497857537353e+05 2.358085099999999875e+04 9.432340399999999136e+03 1.291914585132411730e+02
4.812509833167223842e+05 8.628318768408145988e+05 2.390869700000000012e+04 9.563478800000000774e+03 1.310545879483100293e+02
4.920453049543983070e+05 8.625633841905989684e+05 2.436581599999999889e+04 9.746326400000001740e+03 1.320520523958635692e+02
5.028399301723848912e+05 8.623204691748268669e+05 2.418768899999999849e+04 9.675075600000000122e+03 1.310757566354388075e+02
5.136348227167894365e+05 8.621031298465227010e+05 2.408252000000000044e+04 9.633007999999999811e+03 1.312568776888554396e+02
5.244299463542393642e+05 8.619113644197734538e+05 2.409898899999999776e+04 9.639595600000000559e+03 1.309776356471729457e+02
5.352252843014821410e+05 8.617451709936937550e+05 2.426124599999999919e+04 9.704498400000000402e+03 1.319421372346140515e+02
5.460208003605453996e+05 8.616045482428579126e+05 2.441351099999999860e+04 9.765404400000001260e+03 1.325899462303035818e+02
5.568164583471349906e+05 8.614894950031498447e+05 2.383950799999999799e+04 9.535803200000000288e+03 1.301276228127040611e+02
5.676122415209563915e+05 8.614000101337641245e+05 2.343568200000000070e+04 9.374272800000000643e+03 1.286094913119056287e+02
5.784081137189531000e+05 8.613360929314447567e+05 2.321847299999999814e+04 9.287389199999999619e+03 1.277182885548211289e+02
5.892040387849067338e+05 8.612977428543920396e+05 2.313037900000000081e+04 9.252151600000001054e+03 1.272692307607864564e+02
6.000000000000000000e+05 8.612849595222921344e+05 2.294113899999999921e+04 9.176455600000001141e+03 1.266496754895982235e+02
6.107959612150932662e+05 8.612977428543920396e+05 2.293141900000000169e+04 9.172567600000000311e+03 1.267745070559274154e+02
6.215918862810469000e+05 8.613360929314447567e+05 2.308642599999999948e+04 9.234570400000000518e+03 1.267654904626594146e+02
6.323877584790436085e+05 8.614000101337641245e+05 2.335271600000000035e+04 9.341086400000000140e+03 1.278482217746290104e+02
6.431835416528650094e+05 8.614894950031498447e+05 2.359535199999999895e+04 9.438140799999999217e+03 1.292284509409092834e+02
6.539791996394546004e+05 8.616045482428579126e+05 2.289452199999999721e+04 9.157808799999998882e+03 1.267646795336218730e+02
6.647747156985178590e+05 8.617451709936937550e+05 2.223658000000000175e+04 8.894631999999999607e+03 1.238364662214368650e+02
6.755700536457606358e+05 8.619113644197734538e+05 2.176914800000000105e+04 8.707659200000000055e+03 1.224395888089570406e+02
6.863651772832105635e+05 8.621031298465227010e+05 2.145455199999999968e+04 8.581820800000001327e+03 1.208677780312452228e+02
6.971600698276150506e+05 8.623204691748268669e+05 2.070588699999999881e+04 8.282354800000000978e+03 1.173482077403612323e+02
7.079546950456016930e+05 8.625633841905989684e+05 2.015803500000000349e+04 8.063213999999999942e+03 1.154691669207193456e+02
7.187490166832776740e+05 8.628318768408145988e+05 1.988437500000000000e+04 7.953749999999999091e+03 1.143447976401549937e+02
7.295430178929424146e+05 8.631259497857537353e+05 1.991220100000000093e+04 7.964880400000000009e+03 1.139871823272031008e+02
7.403366623711336870e+05 8.634456054323201533e+05 2.017829700000000230e+04 8.071318800000000010e+03 1.152698869781190183e+02
7.511299137870232807e+05 8.637908463481342187e+05 2.018893400000000111e+04 8.075573600000000624e+03 1.148013336668038562e+02
7.619227552069602534e+05 8.641616759519097395e+05 2.042775000000000000e+04 8.171100000000001273e+03 1.161758243866869265e+02
7.727151502363679465e+05 8.645580972704482265e+05 2.072247899999999936e+04 8.288991600000001199e+03 1.180736076619872961e+02
7.835070624464534922e+05 8.649801134908224922e+05 2.090135400000000300e+04 8.360541600000000471e+03 1.186321954407370356e+02
3.507430982484336710e+05 8.495145238881747937e+05 2.542852999999999884e+04 1.017141200000000026e+04 1.366734781691506555e+02
3.615754605683450354e+05 8.489377091279380256e+05 2.540792799999999988e+04 1.016317120000000068e+04 1.365774963386373031e+02
3.724085363715903368e+05 8.483865629442217760e+05 2.547863600000000224e+04 1.019145440000000053e+04 1.362077516445621939e+02
3.832422308320164448e+05 8.478610840134662576e+05 2.541055100000000311e+04 1.016422040000000197e+04 1.358291522905985289e+02
3.940764491584388306e+05 8.473612706207216252e+05 2.518091600000000108e+04 1.007236640000000079e+04 1.353497107483366619e+02
4.049112916256766766e+05 8.468871123561998829e+05 2.500423599999999715e+04 1.000169440000000031e+04 1.344163084549475400e+02
4.157466635384868132e+05 8.464386081087930361e+05 2.472884200000000055e+04 9.891536800000001676e+03 1.342101164131580902e+02
4.265824702316006878e+05 8.460157563769300468e+05 2.438861699999999837e+04 9.755446800000001531e+03 1.326633123447480784e+02
4.374188121269450057e+05 8.456185483500559349e+05 2.410739900000000125e+04 9.642959600000001956e+03 1.310384336286118412e+02
4.482555946403973503e+05 8.452469831314919284e+05 2.395899000000000160e+04 9.583595999999999549e+03 1.305985064140509451e+02
4.590927232128154137e+05 8.449010594348807354e+05 2.391805099999999948e+04 9.567220400000000154e+03 1.302401801717541616e+02
4.699302983886554721e+05 8.445807700500397477e+05 2.409723099999999977e+04 9.638892400000000634e+03 1.313029350473024124e+02
4.807682061666141963e+05 8.442861148036874365e+05 2.443997200000000157e+04 9.775988800000000992e+03 1.324172755141655671e+02
4.916064301085742190e+05 8.440170906430834439e+05 2.476315500000000247e+04 9.905262000000000626e+03 1.337736877907501594e+02
5.024449538041374763e+05 8.437736948648116086e+05 2.471124299999999857e+04 9.884497199999999793e+03 1.335454860389047269e+02
5.132837413578665582e+05 8.435559254837830085e+05 2.459607500000000073e+04 9.838430000000000291e+03 1.334612765866181405e+02
5.241227568950126879e+05 8.433637806798984529e+05 2.454334300000000076e+04 9.817337199999999939e+03 1.332105368783795996e+02
5.349619840700940695e+05 8.431972585214673309e+05 2.455890099999999802e+04 9.823560400000000300e+03 1.331797603382403850e+02
5.458013870440273313e+05 8.430563576570050791e+05 2.453491800000000148e+04 9.813967200000000958e+03 1.329141861040257595e+02
5.566409299915197771e+05 8.429410769002621528e+05 2.422503700000000026e+04 9.690014800000000832e+03 1.320360833252593409e+02
5.674805966103593819e+05 8.428514150919527747e+05 2.384988200000000143e+04 9.539952799999999115e+03 1.303298579447197199e+02
5.783203510966502363e+05 8.427873715148111805e+05 2.350446500000000015e+04 9.401786000000000058e+03 1.286149296203965093e+02
5.891601576533899643e+05 8.427489456169536570e+05 2.322983699999999953e+04 9.291934799999999086e+03 1.279125905876354210e+02
6.000000000000000000e+05 8.427361370119062485e+05 2.306482899999999790e+04 9.225931600000001708e+03 1.271773166204228431e+02
6.108398423466100357e+05 8.427489456169536570e+05 2.299363900000000285e+04 9.197455600000001141e+03 1.270239327877519884e+02
6.216796489033497637e+05 8.427873715148111805e+05 2.299916100000000006e+04 9.199664400000001478e+03 1.273071306846504029e+02
6.325194033896406181e+05 8.428514150919527747e+05 2.304751200000000244e+04 9.219004800000000614e+03 1.273011741558241283e+02
6.433590700084802229e+05 8.429410769002621528e+05 2.297571399999999994e+04 9.190285600000001068e+03 1.266184095896167747e+02
6.541986129559726687e+05 8.430563576570050791e+05 2.252369499999999971e+04 9.009477999999999156e+03 1.248255249378251506e+02
6.650380159299059305e+05 8.431972585214673309e+05 2.198697100000000137e+04 8.794788399999999456e+03 1.228574340572979509e+02
6.758772431049873121e+05 8.433637806798984529e+05 2.149379199999999764e+04 8.597516799999999421e+03 1.207555078997061742e+02
6.867162586421334418e+05 8.435559254837830085e+05 2.110165200000000186e+04 8.440660800000001473e+03 1.189573588766637613e+02
6.975550461958624655e+05 8.437736948648116086e+05 2.071958000000000175e+04 8.287832000000000335e+03 1.175671486953112606e+02
7.083935698914257810e+05 8.440170906430834439e+05 2.048205799999999726e+04 8.192823199999998906e+03 1.161954547525248813e+02
7.192317938333859202e+05 8.442861148036874365e+05 2.041303099999999904e+04 8.165212399999999434e+03 1.161657548670426223e+02
7.300697016113444697e+05 8.445807700500397477e+05 2.054067799999999988e+04 8.216271199999999226e+03 1.168720426052295664e+02
7.409072572799228365e+05 8.449010588352892082e+05 2.082214199999999983e+04 8.328856800000001385e+03 1.182579183766465434e+02
7.517444248661510646e+05 8.452469837772315368e+05 2.110741399999999703e+04 8.442965599999999540e+03 1.189837714450837467e+02
7.625811878730549943e+05 8.456185483500559349e+05 2.152486599999999817e+04 8.609946400000000722e+03 1.214173079264975144e+02
7.734175102634371724e+05 8.460157556388764642e+05 2.196825200000000041e+04 8.787300800000000891e+03 1.227113490472484756e+02
7.842533559656024445e+05 8.464386088930128608e+05 2.227314900000000125e+04 8.909259600000001228e+03 1.242818853125715322e+02
3.606114300010416773e+05 8.304015749072446488e+05 2.443862899999999718e+04 9.775451600000000326e+03 1.324034972006377870e+02
3.714883841754617169e+05 8.298493539388556965e+05 2.470499200000000201e+04 9.881996800000000803e+03 1.333343649761365555e+02
3.823659488241997897e+05 8.293228507966256002e+05 2.469567699999999968e+04 9.878270800000000236e+03 1.341153504823291200e+02
3.932440292801669566e+05 8.288220636879453668e+05 2.440973700000000099e+04 9.763894800000001851e+03 1.328328121424606536e+02
4.041227267321297550e+05 8.283469821120701963e+05 2.458667199999999866e+04 9.834668800000001283e+03 1.328660032128937587e+02
4.150019466095860698e+05 8.278976048886884237e+05 2.456504100000000108e+04 9.826016400000000431e+03 1.328431770667375247e+02
4.258815943724957760e+05 8.274739304498920683e+05 2.436418000000000029e+04 9.745672000000000480e+03 1.323272075010972912e+02
4.367617713574356167e+05 8.270759499082033290e+05 2.412580699999999706e+04 9.650322799999999916e+03 1.319035477115440074e+02
4.476423831060559605e+05 8.267036623090516077e+05 2.397279500000000189e+04 9.589118000000000393e+03 1.306582794567590042e+02
4.585233351853929926e+05 8.263570663110532332e+05 2.408024399999999878e+04 9.632097600000000966e+03 1.301923880541237395e+02
4.694047290551363258e+05 8.260361546411173185e+05 2.434306899999999951e+04 9.737227600000000166e+03 1.320012165388366157e+02
4.802864507617444033e+05 8.257409270803576801e+05 2.468525700000000143e+04 9.874102800000000570e+03 1.331644640714000332e+02
4.911684843094830285e+05 8.254713805284596747e+05 2.495073899999999776e+04 9.980295599999999467e+03 1.347410255989904897e+02
5.020508137305091950e+05 8.252275122387376614e+05 2.496672600000000239e+04 9.986690400000001318e+03 1.351905843759637094e+02
5.129334034932579380e+05 8.250093201878524851e+05 2.487470100000000093e+04 9.949880400000001828e+03 1.346031989718195518e+02
5.238162180870196316e+05 8.248168025213984074e+05 2.477485100000000239e+04 9.909940400000001318e+03 1.337638087073210045e+02
5.346992416093297070e+05 8.246499572767843492e+05 2.465216300000000047e+04 9.860865200000000186e+03 1.337801257236411061e+02
5.455824385854057036e+05 8.245087830763736274e+05 2.452077699999999822e+04 9.808310800000001109e+03 1.327043597420229446e+02
5.564657735543671297e+05 8.243932787117055850e+05 2.445443300000000090e+04 9.781773200000001452e+03 1.324660076118710492e+02
5.673492306573268725e+05 8.243034430049569346e+05 2.415875399999999718e+04 9.663501599999999598e+03 1.312756668170089256e+02
5.782327744549576892e+05 8.242392752248020843e+05 2.373095100000000093e+04 9.492380400000000009e+03 1.307735839400550049e+02
5.891163695148820989e+05 8.242007748092378024e+05 2.328936200000000099e+04 9.315744800000000396e+03 1.279692312256295708e+02
6.000000000000000000e+05 8.241879413656115066e+05 2.315588400000000183e+04 9.262353600000000370e+03 1.272577143155482986e+02
6.108836304851179011e+05 8.242007748092378024e+05 2.299637600000000020e+04 9.198550400000000081e+03 1.273488275368079883e+02
6.217672255450423108e+05 8.242392752248020843e+05 2.280692099999999846e+04 9.122768400000000838e+03 1.259039509498834093e+02
6.326507693426731275e+05 8.243034430049569346e+05 2.261568600000000151e+04 9.046274400000000242e+03 1.247610424668661295e+02
6.435342264456328703e+05 8.243932787117055850e+05 2.227583499999999913e+04 8.910334000000000742e+03 1.236523438255085665e+02
6.544175614145942964e+05 8.245087830763736274e+05 2.200053600000000006e+04 8.800214399999998932e+03 1.227341319047584136e+02
6.653007583906702930e+05 8.246499572767843492e+05 2.155995000000000073e+04 8.623980000000001382e+03 1.210505995465813101e+02
6.761837819129803684e+05 8.248168025213984074e+05 2.099841899999999805e+04 8.399367599999999584e+03 1.185716542035342087e+02
6.870665965067420620e+05 8.250093201878524851e+05 2.053383599999999933e+04 8.213534400000000460e+03 1.171981721598490651e+02
6.979491862694907468e+05 8.252275122387376614e+05 2.053480500000000029e+04 8.213922000000000480e+03 1.168129476466131393e+02
7.088315156905169133e+05 8.254713805284596747e+05 2.067925500000000102e+04 8.271702000000001135e+03 1.174304646398613272e+02
7.197135492382557131e+05 8.257409270803576801e+05 2.083051100000000224e+04 8.332204400000000533e+03 1.187697661000906919e+02
7.305952709448636742e+05 8.260361546411173185e+05 2.102121199999999953e+04 8.408484800000000178e+03 1.190114510426199672e+02
7.414766452284674160e+05 8.263570657102965051e+05 2.130509000000000015e+04 8.522036000000000058e+03 1.197813354222301001e+02
7.523576364793798421e+05 8.267036629560464062e+05 2.185180900000000111e+04 8.740723600000001170e+03 1.221670511662034357e+02
7.632382286425643833e+05 8.270759499082033290e+05 2.252259099999999671e+04 9.009036399999999048e+03 1.251911208989390900e+02
7.741183860436335672e+05 8.274739297104028519e+05 2.321015200000000186e+04 9.284060800000001109e+03 1.277507330748354661e+02
7.849980729734231718e+05 8.278976056744344532e+05 2.372616400000000067e+04 9.490465599999999540e+03 1.297925970411883725e+02
3.596494323443988687e+05 8.118656355902783107e+05 2.440307800000000134e+04 9.761231200000000172e+03 1.319457885733630746e+02
3.705701732899101917e+05 8.113123585158145288e+05 2.478445800000000236e+04 9.913783200000001671e+03 1.341016490415657927e+02
3.814915164144032169e+05 8.107848489738682983e+05 2.498795499999999811e+04 9.995182000000000698e+03 1.347715750221980784e+02
3.924133671808228246e+05 8.102831050937934779e+05 2.498142399999999907e+04 9.992569600000000719e+03 1.347677963292237848e+02
4.033358276961633237e+05 8.098071162838272285e+05 2.503079200000000128e+04 1.001231680000000051e+04 1.350713026788446882e+02
4.142588035205925116e+05 8.093568812940997304e+05 2.491728399999999965e+04 9.966913599999999860e+03 1.344330424609961767e+02
4.251822002452254528e+05 8.089323984900461510e+05 2.464131899999999951e+04 9.856527599999999438e+03 1.340045085970067476e+02
4.361061201255539199e+05 8.085336589072155766e+05 2.432314099999999962e+04 9.729256400000000212e+03 1.322352550995667002e+02
4.470304688349202042e+05 8.081606615328477928e+05 2.413079799999999886e+04 9.652319200000001729e+03 1.315441196916994784e+02
4.579551520724556176e+05 8.078134049702709308e+05 2.426646600000000035e+04 9.706586400000000140e+03 1.317779470326819364e+02
4.688802722173357615e+05 8.074918818834451959e+05 2.456172899999999936e+04 9.824691600000001927e+03 1.326322676166358860e+02
4.798057153698576731e+05 8.071960920076220063e+05 2.489171800000000076e+04 9.956687200000000303e+03 1.346332482102098709e+02
4.907314659819140797e+05 8.069260321947734337e+05 2.512848500000000058e+04 1.005139400000000205e+04 1.355138170214007687e+02
5.016575085334575269e+05 8.066816996548152529e+05 2.520049499999999898e+04 1.008019800000000032e+04 1.354496012390385999e+02
5.125838078622003668e+05 8.064630923260254785e+05 2.515406799999999930e+04 1.006162720000000081e+04 1.354753331913994998e+02
5.235103288268753677e+05 8.062702083195748273e+05 2.505143199999999706e+04 1.002057279999999992e+04 1.353273123860220153e+02
5.344370559732692782e+05 8.061030456418799004e+05 2.488441500000000087e+04 9.953766000000001441e+03 1.347444981074596058e+02
5.453639541963003576e+05 8.059616028890605085e+05 2.479695100000000093e+04 9.918780400000001464e+03 1.342501167196639358e+02
5.562909884048982058e+05 8.058458788303703768e+05 2.484253700000000026e+04 9.937014800000000832e+03 1.344160624395073569e+02
5.672181431887309300e+05 8.057558722693930613e+05 2.463670499999999811e+04 9.854682000000000698e+03 1.331273308825722381e+02
5.781453834784363862e+05 8.056915824606941314e+05 2.425778399999999965e+04 9.703113600000002407e+03 1.321983644020585302e+02
5.890726742116573732e+05 8.056530088321173098e+05 2.386348900000000140e+04 9.545395600000001650e+03 1.303633459029738617e+02
6.000000000000000000e+05 8.056401509848127607e+05 2.358644299999999930e+04 9.434577199999999721e+03 1.291156350047012324e+02
6.109273257883426268e+05 8.056530088321173098e+05 2.326932300000000032e+04 9.307729200000001583e+03 1.282151212084308725e+02
6.218546165215636138e+05 8.056915824606941314e+05 2.292057200000000012e+04 9.168228799999998955e+03 1.267083639679815832e+02
6.327818568112690700e+05 8.057558722693930613e+05 2.262912899999999718e+04 9.051651599999999235e+03 1.253404012825458125e+02
6.437090115951017942e+05 8.058458788303703768e+05 2.228084600000000137e+04 8.912338400000000547e+03 1.239657600098581725e+02
6.546360458036996424e+05 8.059616028890605085e+05 2.192523800000000119e+04 8.770095199999999750e+03 1.225870094892328268e+02
6.655629440267307218e+05 8.061030456418799004e+05 2.145840999999999985e+04 8.583364000000001397e+03 1.211314415676400813e+02
6.764896711731245741e+05 8.062702083195748273e+05 2.081901699999999983e+04 8.327606799999999566e+03 1.174839369852454922e+02
6.874161921377996914e+05 8.064630923260254785e+05 2.023881499999999869e+04 8.095525999999999840e+03 1.155073744612153206e+02
6.983424914665424731e+05 8.066816996548152529e+05 2.061879700000000230e+04 8.247518799999999828e+03 1.171121890689186245e+02
7.092685340180858038e+05 8.069260321947734337e+05 2.107393600000000151e+04 8.429574399999999514e+03 1.188295347411137186e+02
7.201942846301423851e+05 8.071960920076220063e+05 2.139266200000000026e+04 8.557064800000000105e+03 1.204914383171584547e+02
7.311197277826642385e+05 8.074918818834451959e+05 2.160515600000000268e+04 8.642062400000000707e+03 1.214492368795184944e+02
7.420448282626930159e+05 8.078134043683694908e+05 2.180620800000000236e+04 8.722483200000000579e+03 1.221956978795723359e+02
7.529695508292368613e+05 8.081606621810758952e+05 2.256073599999999715e+04 9.024294400000000678e+03 1.252590349438549708e+02
7.638938798744460801e+05 8.085336589072155766e+05 2.339141800000000148e+04 9.356567200000001321e+03 1.283551122557962287e+02
7.748177800921612652e+05 8.089323977491462138e+05 2.425531999999999971e+04 9.702128000000002430e+03 1.318958228167660707e+02
7.857412161411711713e+05 8.093568820813453058e+05 2.502423099999999977e+04 1.000969239999999991e+04 1.353304480184258125e+02
3.586894814907534746e+05 7.933300029591816710e+05 2.505676100000000224e+04 1.002270440000000235e+04 1.348179373331863928e+02
3.696539169728475390e+05 7.927756884995657019e+05 2.558355099999999948e+04 1.023342039999999906e+04 1.369096760894217937e+02
3.806189462265223847e+05 7.922471904099474195e+05 2.599807699999999750e+04 1.039923079999999936e+04 1.383288580032020718e+02
3.915844748506799806e+05 7.917445067412760109e+05 2.619099599999999919e+04 1.047639840000000004e+04 1.394794884924748715e+02
4.025506058747965144e+05 7.912676268107189098e+05 2.608435100000000239e+04 1.043374040000000059e+04 1.392263025131480845e+02
4.135172449956233613e+05 7.908165492985029705e+05 2.577169800000000032e+04 1.030867920000000049e+04 1.375875962104267671e+02
4.244842979413424036e+05 7.903912725030943984e+05 2.530975200000000041e+04 1.012390080000000125e+04 1.358897513670930266e+02
4.354518678905986017e+05 7.899917873830276076e+05 2.479206999999999971e+04 9.916828000000001339e+03 1.338949720330502942e+02
4.464198606543294154e+05 7.896180928670628928e+05 2.442038000000000102e+04 9.768152000000000044e+03 1.329968311264420038e+02
4.573881820696638897e+05 7.892701875029841904e+05 2.459376499999999942e+04 9.837506000000001222e+03 1.333408812803830017e+02
4.683569354394875700e+05 7.889480638917695032e+05 2.490523700000000099e+04 9.962094800000000760e+03 1.340395489619070588e+02
4.793260069239994627e+05 7.886517217225558124e+05 2.516206400000000212e+04 1.006482560000000012e+04 1.350276364058912293e+02
4.902953814279421931e+05 7.883811577994694235e+05 2.531156299999999828e+04 1.012462520000000040e+04 1.359415516639676298e+02
5.012650438842842123e+05 7.881363692889028462e+05 2.549413499999999840e+04 1.019765400000000045e+04 1.368354186763865243e+02
